key,barrier_kcal,delta_g_rxn_kcal,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key,barrier_aarontools_rrho_kcal,delta_g_rxn_aarontools_rrho_kcal,barrier_qrrho_kcal,delta_g_rxn_qrrho_kcal,barrier_full_qrrho_kcal,delta_g_rxn_full_qrrho_kcal,delta_barrier_qharm_vs_original,delta_barrier_qharm_vs_at_rrho,delta_barrier_at_rrho_vs_original,delta_rxn_qharm_vs_original
B_00421_LB_00037_Cl_00609,9.3642327,-27.021154,5.07541471890546,-28.253602065400568,B_00421_LB_00037_r,Cl_00609_r,B_00421_LB_00037_p,Cl_00609_p,3.407078253373584,-27.81735984270111,4.815702110473747,-28.196953558930158,3.7953385292916324,-27.8987359436563,-4.288817981094541,1.6683364655318758,-5.957154446626417,-1.2324480654005683
B_00421_LB_00037_Cl_00614,6.9762187,-31.43542825,5.234511893208197,-32.28622614255012,B_00421_LB_00037_r,Cl_00614_r,B_00421_LB_00037_p,Cl_00614_p,1.5031083222642154,-32.38099405365668,4.060649998763716,-32.36216721157072,2.8424509492016083,-32.27083498579603,-1.7417068067918038,3.7314035709439812,-5.473110377735785,-0.8507978925501192
B_00421_LB_00038_Cl_00519,15.16601612,-31.937491,10.721134714608873,-32.31678599795556,B_00421_LB_00038_r,Cl_00519_r,B_00421_LB_00038_p,Cl_00519_p,8.53142427000145,-32.34546208905707,10.169416676898493,-32.44146811476985,9.10766383236205,-32.27533490017481,-4.444881405391127,2.1897104446074227,-6.63459184999855,-0.37929499795556154
B_00421_LB_00039_Cl_00519,12.58449368,-29.1713455,9.806367014704556,-29.26801846396762,B_00421_LB_00039_r,Cl_00519_r,B_00421_LB_00039_p,Cl_00519_p,6.698172317344448,-29.526420444903504,8.875225087531051,-29.377457516053006,7.7515369213163625,-29.38630413952188,-2.778126665295444,3.1081946973601076,-5.8863213626555515,-0.09667296396762026
B_00421_LB_00041_Cl_00519,16.96963937,-30.617231,13.60927824881391,-29.42418399958676,B_00421_LB_00041_r,Cl_00519_r,B_00421_LB_00041_p,Cl_00519_p,10.766342230430492,-30.081646796833493,12.89926023492573,-29.6912519356088,11.638282434257158,-29.762127509943564,-3.3603611211860898,2.8429360183834174,-6.203297139569507,1.193047000413241
B_00421_LB_00041_Cl_00596,19.36940017,-13.0789825,18.775620229158665,-11.743647208936418,B_00421_LB_00041_r,Cl_00596_r,B_00421_LB_00041_p,Cl_00596_p,14.18596354849842,-12.481547849428793,17.308266880980312,-11.953826508718308,15.876949508808076,-12.168697492839874,-0.5937799408413333,4.589656680660246,-5.1834366215015795,1.3353352910635827
B_00421_LB_00042_Cl_00512,11.43577335,-27.61583575,10.352003750485112,-27.512981469199023,B_00421_LB_00042_r,Cl_00512_r,B_00421_LB_00042_p,Cl_00512_p,6.626304124264159,-28.129249716380205,9.335130267178002,-27.687150665624486,7.8208463455896995,-27.975330194120808,-1.0837695995148877,3.725699626220953,-4.809469225735841,0.10285428080097603
B_00421_LB_00042_Cl_00519,13.8553004,-28.1382295,10.36907100862467,-27.63738318377347,B_00421_LB_00042_r,Cl_00519_r,B_00421_LB_00042_p,Cl_00519_p,7.957587304217819,-28.12945923783707,9.760092304535542,-27.864045300561603,8.63165973375526,-27.91359887335832,-3.48622939137533,2.4114837044068516,-5.897713095782182,0.5008463162265322
B_00421_LB_00044_Cl_00467,18.54106253,-26.0258135,15.781618040441924,-26.79020576609767,B_00421_LB_00044_r,Cl_00467_r,B_00421_LB_00044_p,Cl_00467_p,12.931693630462256,-27.076443395105603,15.08223273262341,-26.806996697626886,13.737686200967108,-27.06848692222217,-2.759444489558078,2.8499244099796677,-5.6093688995377455,-0.7643922660976692
B_00421_LB_00044_Cl_00519,18.4867022,-25.0845635,12.59335377408921,-25.654682208790643,B_00421_LB_00044_r,Cl_00519_r,B_00421_LB_00044_p,Cl_00519_p,11.170820079060931,-25.860481994624276,12.444316439924386,-25.744021635151444,11.367317214439229,-25.758543517132445,-5.893348425910791,1.422533695028278,-7.315882120939069,-0.5701187087906412
B_00421_LB_00046_Cl_00519,35.68738708,-14.875013,28.98428779140806,-15.803023394702878,B_00421_LB_00046_r,Cl_00519_r,B_00421_LB_00046_p,Cl_00519_p,27.3675686836676,-15.862686765738044,28.788535407516026,-15.843040615611622,27.609160284124613,-15.857587676322337,-6.70309928859194,1.6167191077404617,-8.319818396332401,-0.9280103947028788
B_00421_LB_00046_Cl_00572,30.83877615,-14.20616075,24.43663074937986,-15.147178829325696,B_00421_LB_00046_r,Cl_00572_r,B_00421_LB_00046_p,Cl_00572_p,22.99804253499852,-15.323276170899547,24.338814367278992,-15.139475346381865,23.16261719220232,-15.310695412731816,-6.402145400620142,1.4385882143813404,-7.840733615001483,-0.9410180793256959
B_00421_LB_00050_Cl_00519,13.22338908,-33.43564725,8.96022386088901,-33.82951548672108,B_00421_LB_00050_r,Cl_00519_r,B_00421_LB_00050_p,Cl_00519_p,6.41679903383448,-33.931907267526014,8.334360180886737,-33.93208554125346,7.141889496027967,-33.841785489731734,-4.26316521911099,2.5434248270545305,-6.80659004616552,-0.39386823672107596
B_00421_LB_00050_Cl_00520,15.27591648,-26.02311525,11.391941472418708,-26.798273962023316,B_00421_LB_00050_r,Cl_00520_r,B_00421_LB_00050_p,Cl_00520_p,8.455724805767492,-26.8544556010319,10.564526120680615,-26.805609293560845,9.397822410212639,-26.83231217188349,-3.8839750075812915,2.936216666651216,-6.8201916742325075,-0.7751587120233161
B_00421_LB_00051_Cl_00539,11.52344138,-32.277847,9.29552988657384,-31.132500507982368,B_00421_LB_00051_r,Cl_00539_r,B_00421_LB_00051_p,Cl_00539_p,5.434767167908463,-31.769513004080792,8.128787677565454,-31.36021268157024,6.8408503068244615,-31.455132232775377,-2.2279114934261592,3.8607627186653772,-6.0886742120915365,1.1453464920176337
B_00421_LB_00053_Cl_00456,11.59310643,-31.51286175,6.954526951134815,-31.163052236740945,B_00421_LB_00053_r,Cl_00456_r,B_00421_LB_00053_p,Cl_00456_p,5.195448317454387,-31.596040735306904,6.658221176351132,-31.253236435800922,5.584238117734542,-31.451574031723464,-4.638579478865186,1.7590786336804278,-6.397658112545614,0.3498095132590535
B_00421_LB_00053_Cl_00464,12.52862108,-27.0175145,9.168230061771196,-25.90622573979996,B_00421_LB_00053_r,Cl_00464_r,B_00421_LB_00053_p,Cl_00464_p,6.837488231085384,-26.300023889489328,8.663668443988959,-26.00573402578528,7.43193118292672,-26.13854262908726,-3.360391018228805,2.3307418306858114,-5.6911328489146165,1.1112887602000399
B_00421_LB_00053_Cl_00465,10.7117764,-25.46074975,9.175631663629463,-24.832625754829728,B_00421_LB_00053_r,Cl_00465_r,B_00421_LB_00053_p,Cl_00465_p,5.486394497045279,-25.211500249221565,8.074825216325426,-24.87799989862239,6.741748595736618,-25.096635121242272,-1.5361447363705363,3.689237166584184,-5.22538190295472,0.6281239951702737
B_00421_LB_00053_Cl_00467,19.80511735,-24.63565,17.69501850524442,-24.031565212381658,B_00421_LB_00053_r,Cl_00467_r,B_00421_LB_00053_p,Cl_00467_p,14.88988892624027,-24.38778588924595,17.00165273926515,-24.093878811832486,15.680654222530155,-24.337048085474603,-2.11009884475558,2.8051295790041504,-4.91522842375973,0.6040847876183406
B_00421_LB_00053_Cl_00468,17.97778088,-26.17999025,15.087865288554395,-24.52870660125913,B_00421_LB_00053_r,Cl_00468_r,B_00421_LB_00053_p,Cl_00468_p,12.693628763530526,-25.039966881320012,14.554889723760898,-24.665213540779526,13.388349759288111,-24.83486554217137,-2.8899155914456056,2.394236525023869,-5.284152116469475,1.6512836487408684
B_00421_LB_00053_Cl_00470,14.61670263,-22.29852625,12.83452555852559,-21.86450388274016,B_00421_LB_00053_r,Cl_00470_r,B_00421_LB_00053_p,Cl_00470_p,9.356440328469915,-22.27726576558647,11.856812701177564,-21.89055271462664,10.47669601164326,-22.17328765618069,-1.7821770714744112,3.478085230055674,-5.260262301530085,0.4340223672598391
B_00421_LB_00053_Cl_00475,21.66189612,-9.1478205,18.694756484056548,-7.963698503419051,B_00421_LB_00053_r,Cl_00475_r,B_00421_LB_00053_p,Cl_00475_p,15.581637165042238,-8.319919180212004,17.771812165352788,-8.038018346876484,16.599876226859376,-8.231537967663394,-2.967139635943454,3.1131193190143094,-6.080258954957763,1.1841219965809486
B_00421_LB_00053_Cl_00505,18.83424935,-20.509461,15.156227326792454,-20.020084475740195,B_00421_LB_00053_r,Cl_00505_r,B_00421_LB_00053_p,Cl_00505_p,13.056159393914639,-20.104238600815187,14.594702270522383,-20.084650662135232,13.66496997489806,-20.039175534473525,-3.6780220232075465,2.100067932877815,-5.778089956085362,0.48937652425980716
B_00421_LB_00053_Cl_00509,17.39381055,-15.4338645,13.136966134350416,-14.042523801962684,B_00421_LB_00053_r,Cl_00509_r,B_00421_LB_00053_p,Cl_00509_p,10.82498043068939,-14.491226588856055,12.658470542788617,-14.136674681667177,11.408248098955564,-14.368616027342176,-4.256844415649585,2.3119857036610263,-6.568830119310611,1.3913406980373164
B_00421_LB_00053_Cl_00511,14.72819055,-40.59291225,12.989545591495254,-41.43169912655046,B_00421_LB_00053_r,Cl_00511_r,B_00421_LB_00053_p,Cl_00511_p,10.691480081485334,-41.81928602072662,12.513398706600956,-41.558586754469644,11.271869525784519,-41.66234103148725,-1.7386449585047465,2.29806551000992,-4.036710468514666,-0.8387868765504649
B_00421_LB_00053_Cl_00512,14.541936,-23.17200625,10.637800451454757,-22.771639940571525,B_00421_LB_00053_r,Cl_00512_r,B_00421_LB_00053_p,Cl_00512_p,8.402212757303964,-23.171614967236415,10.161193724048553,-22.85400911449127,8.926990530784407,-23.088836001147364,-3.904135548545243,2.2355876941507926,-6.139723242696036,0.40036630942847395
B_00421_LB_00053_Cl_00514,10.4044269,-27.87900925,8.92906790382657,-25.239945179720493,B_00421_LB_00053_r,Cl_00514_r,B_00421_LB_00053_p,Cl_00514_p,6.0959250958728095,-25.88801344714117,8.23506455358711,-25.36569992103606,6.9498509517978615,-25.660447707290224,-1.47535899617343,2.8331428079537613,-4.308501804127191,2.639064070279506
B_00421_LB_00053_Cl_00516,19.567207,-27.355486,16.817398429090424,-26.468535763454117,B_00421_LB_00053_r,Cl_00516_r,B_00421_LB_00053_p,Cl_00516_p,14.265023376892545,-27.22651846315859,16.195593931897818,-26.571854323360814,14.972533655803648,-27.017264321643484,-2.7498085709095754,2.5523750521978794,-5.302183623107455,0.8869502365458821
B_00421_LB_00053_Cl_00518,16.55152985,-19.71523425,12.82200410322837,-18.78766982179753,B_00421_LB_00053_r,Cl_00518_r,B_00421_LB_00053_p,Cl_00518_p,10.361678961417391,-19.143890498590487,12.263928698080639,-18.914598675354785,11.02731065424197,-18.964855860106557,-3.729525746771632,2.460325141810978,-6.18985088858261,0.9275644282024729
B_00421_LB_00053_Cl_00519,13.27456797,-23.6944,8.087273795329278,-22.89604165514597,B_00421_LB_00053_r,Cl_00519_r,B_00421_LB_00053_p,Cl_00519_p,5.977310438115939,-23.171824488693282,7.586781610140439,-23.030903749428383,6.512864231366982,-23.027104680384877,-5.187294174670722,2.1099633572133385,-7.2972575318840605,0.7983583448540301
B_00421_LB_00053_Cl_00520,23.81024905,-16.281868,22.23106489236944,-15.864800130519548,B_00421_LB_00053_r,Cl_00520_r,B_00421_LB_00053_p,Cl_00520_p,18.66333912768894,-16.094372822199173,21.193596987933294,-15.904427501878448,19.83260823669258,-16.017631362607972,-1.5791841576305607,3.5677257646804996,-5.14690992231106,0.4170678694804515
B_00421_LB_00053_Cl_00522,13.02289027,-28.298493,11.552050703430332,-28.49792070216153,B_00421_LB_00053_r,Cl_00522_r,B_00421_LB_00053_p,Cl_00522_p,7.910007361393767,-28.301243458915497,10.440951656024017,-28.372099022715528,9.148028129541991,-28.432040026873878,-1.4708395665696674,3.6420433420365654,-5.112882908606233,-0.19942770216152894
B_00421_LB_00053_Cl_00528,16.9248045,-29.50756,16.043802508894245,-30.11131377862219,B_00421_LB_00053_r,Cl_00528_r,B_00421_LB_00053_p,Cl_00528_p,12.823857282262091,-30.357849424999568,15.179857728855623,-30.162867989053787,13.855388909120842,-30.246524626369034,-0.8810019911057552,3.219945226632154,-4.100947217737909,-0.6037537786221883
B_00421_LB_00053_Cl_00529,18.85724095,-15.91095275,15.204693356985528,-15.10048032338692,B_00421_LB_00053_r,Cl_00529_r,B_00421_LB_00053_p,Cl_00529_p,12.595741741203703,-15.401147775586114,14.515831743098046,-15.161871014335572,13.371074751623867,-15.29913020676911,-3.6525475930144733,2.608951615781825,-6.261499208796298,0.8104724266130798
B_00421_LB_00053_Cl_00533,12.6307718,-32.93371,11.83766662722442,-34.061219573544555,B_00421_LB_00053_r,Cl_00533_r,B_00421_LB_00053_p,Cl_00533_p,8.158469934368375,-33.77575727294635,10.714255033384886,-33.99489179877529,9.419037879803462,-33.87532808948959,-0.7931051727755793,3.6791966928560456,-4.472301865631625,-1.1275095735445575
B_00421_LB_00053_Cl_00534,14.1091869,-25.65966725,12.143796112029136,-24.89728358560295,B_00421_LB_00053_r,Cl_00534_r,B_00421_LB_00053_p,Cl_00534_p,9.08182560051536,-25.47267751341106,11.350542817638324,-25.02673351920218,10.02860920710361,-25.315337806695098,-1.965390787970863,3.061970511513776,-5.027361299484639,0.7623836643970492
B_00421_LB_00053_Cl_00538,12.4466382,-24.65554175,8.878659327737289,-23.805320631530236,B_00421_LB_00053_r,Cl_00538_r,B_00421_LB_00053_p,Cl_00538_p,6.648902556747576,-23.805701793418855,8.399472917545117,-23.768606057861074,7.175335428816709,-23.837349228310494,-3.567978872262712,2.229756770989713,-5.797735643252425,0.850221118469765
B_00421_LB_00053_Cl_00540,20.6634997,-23.620104,17.967798847218923,-22.481125304441463,B_00421_LB_00053_r,Cl_00540_r,B_00421_LB_00053_p,Cl_00540_p,15.041524796954704,-23.06838764471567,17.235262098630162,-22.676494341955973,15.943491657908302,-22.7999216431432,-2.6957008527810764,2.926274050264219,-5.621974903045295,1.1389786955585386
B_00421_LB_00053_Cl_00547,10.24613375,-31.38171425,6.272489765548069,-30.139230229741,B_00421_LB_00053_r,Cl_00547_r,B_00421_LB_00053_p,Cl_00547_p,4.408754680479831,-31.214039420812448,5.802359310518389,-30.50427701010358,4.940578001676763,-30.75374999633745,-3.9736439844519316,1.863735085068238,-5.8373790695201695,1.2424840202590026
B_00421_LB_00053_Cl_00556,17.23613862,-25.768162,15.363986329651864,-23.42902271458432,B_00421_LB_00053_r,Cl_00556_r,B_00421_LB_00053_p,Cl_00556_p,12.770228801845507,-24.977947237984846,14.751939873052734,-24.020101279427262,13.502403787343582,-24.29856064250537,-1.8721522903481347,2.593757527806357,-4.465909818154492,2.33913928541568
B_00421_LB_00053_Cl_00558,19.48125833,-17.196512,15.276392075646015,-17.19975123263638,B_00421_LB_00053_r,Cl_00558_r,B_00421_LB_00053_p,Cl_00558_p,13.304021556465031,-16.75872149544126,14.877994403278363,-16.90027063627987,13.736206185372357,-17.078852555222376,-4.204866254353984,1.9723705191809842,-6.177236773534968,-0.003239232636381928
B_00421_LB_00053_Cl_00559,15.31349745,-23.315139,11.66338048548637,-20.983554740021777,B_00421_LB_00053_r,Cl_00559_r,B_00421_LB_00053_p,Cl_00559_p,9.173133092219864,-21.743533599804508,11.096599830348474,-21.11385860246834,9.854107022045408,-21.49183256358539,-3.6501169645136304,2.4902473932665057,-6.140364357780136,2.3315842599782215
B_00421_LB_00053_Cl_00562,19.26356602,-19.08095725,16.581753831044725,-17.55275937904511,B_00421_LB_00053_r,Cl_00562_r,B_00421_LB_00053_p,Cl_00562_p,13.562267757966595,-19.071051231528145,15.748357322863246,-18.06270088541626,14.528973289836749,-18.44102597510597,-2.6818121889552735,3.0194860730781308,-5.701298262033404,1.528197870954891
B_00421_LB_00053_Cl_00563,13.8765852,-30.5493355,11.58320564896904,-31.487168539151387,B_00421_LB_00053_r,Cl_00563_r,B_00421_LB_00053_p,Cl_00563_p,8.743951443347369,-31.36194682982179,10.805914120650863,-31.441163499682382,9.598914059304146,-31.462306847395766,-2.2933795510309594,2.839254205621671,-5.1326337566526306,-0.9378330391513856
B_00421_LB_00053_Cl_00564,16.86971627,-25.5054905,14.27996159659087,-25.376900860888007,B_00421_LB_00053_r,Cl_00564_r,B_00421_LB_00053_p,Cl_00564_p,11.66923339664366,-25.17398279359009,13.632064434412513,-25.1845615504671,12.419420271753184,-25.33951887153367,-2.589754673409132,2.610728199947209,-5.200482873356341,0.1285896391119934
B_00421_LB_00053_Cl_00565,12.84762952,-29.3824365,10.89945326691495,-29.818594985554917,B_00421_LB_00053_r,Cl_00565_r,B_00421_LB_00053_p,Cl_00565_p,7.858849266194908,-29.97610877672488,10.089605761137076,-29.745912578864026,8.775970521360447,-30.00318833673996,-1.94817625308505,3.040604000720042,-4.988780253805092,-0.4361584855549161
B_00421_LB_00053_Cl_00570,15.3114769,-23.1036715,13.529694613852692,-22.40844428473445,B_00421_LB_00053_r,Cl_00570_r,B_00421_LB_00053_p,Cl_00570_p,9.548181420089465,-22.759466665168613,12.306842405314999,-22.481251819885724,10.917520066092312,-22.651850536292876,-1.7817822861473083,3.9815131937632273,-5.763295479910536,0.6952272152655503
B_00421_LB_00053_Cl_00571,13.59916117,-25.43326525,10.004335044271816,-24.92860959465033,B_00421_LB_00053_r,Cl_00571_r,B_00421_LB_00053_p,Cl_00571_p,7.554021836295524,-25.161431506297166,9.390417292597794,-24.939367592762007,8.272130462071623,-25.14343981726906,-3.5948261257281846,2.4503132079762917,-6.045139333704476,0.5046556553496728
B_00421_LB_00053_Cl_00572,15.12920698,-23.02554775,11.612684436264644,-22.240197089840127,B_00421_LB_00053_r,Cl_00572_r,B_00421_LB_00053_p,Cl_00572_p,9.410372041785532,-22.632413893854785,11.161212311271882,-22.327338480412642,9.979440651243078,-22.480212416794352,-3.5165225437353556,2.2023123944791116,-5.718834938214467,0.7853506601598745
B_00421_LB_00053_Cl_00573,18.09036065,-18.34308,13.834773477276332,-17.14968832557398,B_00421_LB_00053_r,Cl_00573_r,B_00421_LB_00053_p,Cl_00573_p,11.368931508364643,-17.442118799492878,13.283427390802984,-17.250739215283005,11.981922024791706,-17.343918577915392,-4.2555871727236685,2.4658419689116897,-6.721429141635358,1.193391674426021
B_00421_LB_00053_Cl_00575,20.93825057,-22.72146125,18.508257562915308,-21.315862722655226,B_00421_LB_00053_r,Cl_00575_r,B_00421_LB_00053_p,Cl_00575_p,15.689529511307441,-22.140790868874987,17.838587064001796,-21.493577433246557,16.484980783558807,-21.941746687849566,-2.4299930070846933,2.8187280516078665,-5.24872105869256,1.4055985273447753
B_00421_LB_00053_Cl_00576,11.61947398,-34.1582135,10.172616459187315,-34.88982418141643,B_00421_LB_00053_r,Cl_00576_r,B_00421_LB_00053_p,Cl_00576_p,6.58072332329827,-35.69819876168249,9.071007889830033,-35.09991867386162,7.788581156768855,-35.40618042843147,-1.446857520812685,3.5918931358890456,-5.038750656701731,-0.7316106814164272
B_00421_LB_00053_Cl_00587,16.8309305,-26.95382325,13.717212462701948,-27.05833300288662,B_00421_LB_00053_r,Cl_00587_r,B_00421_LB_00053_p,Cl_00587_p,11.63592409389443,-26.523526218020407,13.34156439471471,-26.710666934525182,12.091598717680657,-26.90375364006271,-3.113718037298053,2.0812883688075186,-5.195006406105572,-0.10450975288662079
B_00421_LB_00053_Cl_00588,22.08068962,-22.21908475,17.353696224191555,-21.35402078691653,B_00421_LB_00053_r,Cl_00588_r,B_00421_LB_00053_p,Cl_00588_p,15.561887833788091,-21.75995296283347,17.03699093611061,-21.296479642035933,15.950691063741875,-21.75149701581137,-4.726993395808446,1.7918083904034638,-6.51880178621191,0.8650639630834718
B_00421_LB_00053_Cl_00589,18.46512248,-32.35095075,17.544935927631833,-32.184204422626344,B_00421_LB_00053_r,Cl_00589_r,B_00421_LB_00053_p,Cl_00589_p,15.05546082292474,-32.737813480017365,16.99454546570107,-32.19252506338596,15.715803803907733,-32.605091590816045,-0.9201865523681683,2.4894751047070933,-3.4096616570752616,0.1667463273736587
B_00421_LB_00053_Cl_00591,12.08169048,-34.248197,10.17913246092581,-34.56962987810976,B_00421_LB_00053_r,Cl_00591_r,B_00421_LB_00053_p,Cl_00591_p,8.102432955737738,-34.65875788873415,9.825269584883097,-34.64352568795131,8.586187457892777,-34.580815917622886,-1.9025580190741902,2.0766995051880723,-3.9792575242622625,-0.3214328781097606
B_00421_LB_00053_Cl_00593,13.98285233,-26.0345985,11.781392285729174,-24.557019690529717,B_00421_LB_00053_r,Cl_00593_r,B_00421_LB_00053_p,Cl_00593_p,8.9940262655127,-24.856797007766833,11.10524482636901,-24.57633631127904,9.78909559406512,-24.774019878029595,-2.201460044270826,2.7873660202164743,-4.9888260644873,1.477578809470284
B_00421_LB_00053_Cl_00600,11.58924103,-30.21356025,8.957039374730924,-29.676632801745573,B_00421_LB_00053_r,Cl_00600_r,B_00421_LB_00053_p,Cl_00600_p,6.615463393798454,-30.032853478609862,8.429819146828976,-29.74904835279579,7.215853302465119,-29.93977013939235,-2.6322016552690766,2.341575980932469,-4.973777636201546,0.5369274482544277
B_00421_LB_00053_Cl_00604,12.21673475,-31.418172,10.06109373891363,-32.42340900449976,B_00421_LB_00053_r,Cl_00604_r,B_00421_LB_00053_p,Cl_00604_p,7.473649374194247,-32.31444345288652,9.442198206835167,-32.470194351095586,8.221216599809088,-32.2752236671641,-2.15564101108637,2.587444364719383,-4.743085375805753,-1.0052370044997616
B_00421_LB_00053_Cl_00612,12.12129827,-38.44673675,11.905622969896507,-38.08969014627496,B_00421_LB_00053_r,Cl_00612_r,B_00421_LB_00053_p,Cl_00612_p,9.034231732065006,-38.353295699772715,11.251882738282267,-38.23397614758938,9.90826295697788,-38.176205431837126,-0.21567530010349323,2.871391237831501,-3.0870665379349944,0.3570466037250384
B_00421_LB_00053_Cl_00614,12.5835336,-29.014847,11.695875418605366,-28.797022150260048,B_00421_LB_00053_r,Cl_00614_r,B_00421_LB_00053_p,Cl_00614_p,8.18927554202891,-29.062440100314866,10.689574615898929,-28.879973259225434,9.376213130655866,-28.93079012756961,-0.8876581813946345,3.506599876576457,-4.394258057971092,0.21782484973995153
B_00421_LB_00053_Cl_00615,19.30372603,-26.059824,17.41058495752486,-25.421096678339385,B_00421_LB_00053_r,Cl_00615_r,B_00421_LB_00053_p,Cl_00615_p,15.209354667648162,-25.624669696445167,16.953686790025106,-25.458979579324676,15.719572666494146,-25.578554239804742,-1.8931410724751387,2.2012302898766993,-4.094371362351838,0.638727321660614
B_00421_LB_00054_Cl_00490,22.23797878,-13.0159815,19.14646395607176,-12.808856927084378,B_00421_LB_00054_r,Cl_00490_r,B_00421_LB_00054_p,Cl_00490_p,16.874753686742228,-13.347110909847876,18.64838969633549,-12.930887954985144,17.47998916740023,-13.181489606803089,-3.0915148239282395,2.2717102693295317,-5.363225093257771,0.2071245729156228
B_00421_LB_00054_Cl_00519,12.9835523,-30.109709,9.194167543079356,-29.64641695458188,B_00421_LB_00054_r,Cl_00519_r,B_00421_LB_00054_p,Cl_00519_p,7.064123900012891,-30.10423309409974,8.700411636738488,-29.827779719980168,7.64350321155999,-29.89214527168829,-3.7893847569206436,2.1300436430664647,-5.919428399987108,0.4632920454181182
B_00421_LB_00054_Cl_00538,17.1252782,-31.07085075,11.258696245137235,-30.555695930680784,B_00421_LB_00054_r,Cl_00538_r,B_00421_LB_00054_p,Cl_00538_p,9.966791699725224,-30.738110398825313,11.114046400184968,-30.565482028484197,10.14695146099895,-30.702389819756583,-5.866581954862765,1.2919045454120113,-7.158486500274776,0.5151548193192177
B_00421_LB_00057_Cl_00470,17.201281,-26.0298295,14.9802271535622,-26.513716363142183,B_00421_LB_00057_r,Cl_00470_r,B_00421_LB_00057_p,Cl_00470_p,11.737179257892436,-26.882415000853356,14.08983341119946,-26.561482738086646,12.805030755711048,-26.750204979756486,-2.221053846437801,3.243047895669765,-5.464101742107566,-0.48388686314218177
B_00421_LB_00057_Cl_00512,16.11253085,-26.9033095,11.143403533899194,-27.42085242111623,B_00421_LB_00057_r,Cl_00512_r,B_00421_LB_00057_p,Cl_00512_p,9.448729884302239,-27.77676420236062,10.844027065489154,-27.524939137808598,9.852748390725164,-27.66575332465182,-4.9691273161008045,1.6946736495969557,-6.66380096569776,-0.517542921116231
B_00421_LB_00057_Cl_00519,20.23174832,-27.42570325,14.88457478426833,-27.54525413569068,B_00421_LB_00057_r,Cl_00519_r,B_00421_LB_00057_p,Cl_00519_p,13.146657746035299,-27.776973723817488,14.559209318464777,-27.70183377274571,13.572403473727324,-27.60402200388933,-5.347173535731672,1.7379170382330305,-7.0850905739647025,-0.1195508856906784
B_00421_LB_00057_Cl_00540,17.64551962,-27.35140725,13.61852344716114,-27.13033778484349,B_00421_LB_00057_r,Cl_00540_r,B_00421_LB_00057_p,Cl_00540_p,11.208257898190263,-27.673536879697195,13.07563155903441,-27.34742436513062,11.924058956616049,-27.37683896657632,-4.026996172838862,2.4102655489708766,-6.4372617218097385,0.2210694651565106
B_00421_LB_00057_Cl_00572,16.98377068,-26.756851,12.536039015053936,-26.88940957024215,B_00421_LB_00057_r,Cl_00572_r,B_00421_LB_00057_p,Cl_00572_p,10.374470224457932,-27.237563128836314,12.036245956416174,-26.99826850358729,11.023216911906127,-27.057129740370147,-4.447731664946064,2.1615687905960037,-6.609300455542067,-0.1325585702421499
B_00421_LB_00057_Cl_00609,17.90563092,-28.331876,12.989952957049166,-29.413610553655204,B_00421_LB_00057_r,Cl_00609_r,B_00421_LB_00057_p,Cl_00609_p,11.730851479967596,-29.1039551244835,12.852401518295386,-29.385689629902195,11.981304304178078,-29.13560840893434,-4.915677962950834,1.25910147708157,-6.174779440032404,-1.0817345536552025
B_00421_LB_00057_Cl_00614,17.2442522,-32.74615025,13.051655131674556,-33.44623463080475,B_00421_LB_00057_r,Cl_00614_r,B_00421_LB_00057_p,Cl_00614_p,11.259822575848597,-33.66758933543907,12.72652714494777,-33.55090328254276,11.695910261563647,-33.50770745107407,-4.192597068325442,1.791832555825959,-5.984429624151401,-0.7000843808047534
B_00421_LB_00058_Cl_00519,17.40003535,-27.900909,12.087777694527237,-28.35869100742465,B_00421_LB_00058_r,Cl_00519_r,B_00421_LB_00058_p,Cl_00519_p,10.250924781736245,-28.66401421978275,11.738260133599455,-28.53418577455984,10.652028927062801,-28.502762078601545,-5.312257655472763,1.8368529127909916,-7.149110568263755,-0.457782007424651
B_00421_LB_00058_Cl_00592,12.06914675,-28.3279855,9.019295438963049,-30.22735308026653,B_00421_LB_00058_r,Cl_00592_r,B_00421_LB_00058_p,Cl_00592_p,5.957470269976171,-30.339755694493327,8.241664126632948,-30.275294669041703,6.906258865128198,-30.300622481619225,-3.049851311036951,3.0618251689868776,-6.111676480023829,-1.899367580266528
B_00421_LB_00059_Cl_00470,12.62942268,-30.74342125,10.508990058246669,-31.160173680759605,B_00421_LB_00059_r,Cl_00470_r,B_00421_LB_00059_p,Cl_00470_p,7.177677106182581,-31.548703001301618,9.632086990833816,-31.161891227223652,8.224443026641728,-31.46450341480173,-2.1204326217533307,3.3313129520640876,-5.451745573817418,-0.41675243075960466
B_00421_LB_00059_Cl_00519,15.17495173,-32.139295,10.207930912227123,-32.19171145323676,B_00421_LB_00059_r,Cl_00519_r,B_00421_LB_00059_p,Cl_00519_p,8.264058175321148,-32.44326172433709,9.866878801322585,-32.302242261954056,8.702891377070431,-32.318320439077254,-4.967020817772877,1.9438727369059752,-6.910893554678852,-0.05241645323676636
