key,B_Index,N_Index,Cl_Index,Conf_id,source_TS_G_hartree,base_log_exists,fallback_log_exists,log_file,log_exists,status,error_type,error,electronic_energy_hartree,gibbs_rrho_hartree,gibbs_qharm_hartree,gibbs_qrrho_hartree,gibbs_full_qrrho_hartree,rrho_g_corr_hartree,qharm_g_corr_hartree,temperature_K,frequency_cutoff_cm_1,n_real_frequencies,n_low_positive_frequencies,min_positive_frequency_cm_1,low_positive_frequencies_cm_1,elapsed_seconds
B_00415_LB_00304_Cl_00507,415,304,507,0,-1512.028224,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00415_Nu_00304_Cl_00507_0000.log,True,ok,,,-1512.54576203,-1512.1581261813853,-1512.150957809079,-1512.1523848909915,-1512.1570255801105,0.38763584861470624,0.39480422092110823,298.15,100.0,149,8,10.0341,"[10.0341, 19.6835, 30.7895, 38.2017, 53.7669, 55.8849, 73.154, 93.5003]",0.31358129996806383
B_00415_LB_00333_Cl_00488,415,333,488,1,-2216.650575,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00415_Nu_00333_Cl_00488_0001.log,True,ok,,,-2217.06662199,-2216.811245952415,-2216.805437683541,-2216.8060478133157,-2216.811145075319,0.25537603758514615,0.2611843064586565,298.15,100.0,125,9,17.468,"[17.468, 24.4424, 34.9876, 45.5983, 58.6132, 70.8427, 82.2347, 90.3773, 96.2712]",0.27531189983710647
B_00416_LB_00027_Cl_00508,416,27,508,11,-1319.739532,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00027_Cl_00508_0011.log,True,ok,,,-1320.28437838,-1319.8611616309706,-1319.8535055143304,-1319.855222593757,-1319.8594215385851,0.4232167490293329,0.4308728656694656,298.15,100.0,155,8,6.9756,"[6.9756, 13.1861, 24.8714, 40.4315, 57.8107, 74.3999, 79.2346, 90.6058]",0.5444658999331295
B_00416_LB_00027_Cl_00517,416,27,517,0,-1161.58648,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00027_Cl_00517_0000.log,True,ok,,,-1161.97039596,-1161.6690171872744,-1161.663321039915,-1161.6641901557493,-1161.6681861063698,0.3013787727255463,0.30707492008491233,298.15,100.0,116,8,16.257,"[16.257, 22.1322, 34.1301, 52.7005, 60.8733, 70.5845, 82.8052, 99.2807]",0.4162858999334276
B_00416_LB_00143_Cl_00479,416,143,479,0,-2216.591515,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00143_Cl_00479_0000.log,True,ok,,,-2216.9204042,-2216.758237154726,-2216.7506754917863,-2216.7516842071796,-2216.757232906886,0.16216704527420844,0.1697287082138959,298.15,100.0,98,11,12.1492,"[12.1492, 20.4609, 33.7035, 42.6355, 51.1143, 55.6031, 61.1666, 73.3372, 80.7501, 87.0117, 97.336]",0.10194700001738966
B_00416_LB_00143_Cl_00480,416,143,480,0,-2096.371914,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00143_Cl_00480_0000.log,True,ok,,,-2096.60025977,-2096.480392542112,-2096.474099487088,-2096.4748571517557,-2096.4796674616696,0.11986722788786201,0.12616028291183262,298.15,100.0,80,9,15.842,"[15.842, 17.9829, 32.564, 49.8087, 56.8669, 66.7415, 81.2127, 89.7704, 94.5869]",0.36242689983919263
B_00416_LB_00143_Cl_00483,416,143,483,10,-2040.992652,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00143_Cl_00483_0010.log,True,ok,,,-2041.19946161,-2041.0979108813565,-2041.0912584074638,-2041.092059005313,-2041.0970460186675,0.1015507286436268,0.10820320253624444,298.15,100.0,74,10,15.5496,"[15.5496, 18.6735, 34.3688, 45.0936, 53.0304, 62.8444, 69.4595, 85.6577, 95.5237, 96.5699]",0.28709019999951124
B_00416_LB_00143_Cl_00492,416,143,492,0,-1911.5737,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00143_Cl_00492_0000.log,True,ok,,,-1911.78193691,-1911.6775421055002,-1911.6701341236796,-1911.6715034054273,-1911.6760442441148,0.10439480449987742,0.11180278632028805,298.15,100.0,71,8,9.0926,"[9.0926, 15.2018, 19.7066, 50.9826, 57.5459, 63.1673, 80.3372, 91.5579]",0.2674918998964131
B_00416_LB_00304_Cl_00508,416,304,508,10,-1335.583094,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00304_Cl_00508_0010.log,True,ok,,,-1336.13724741,-1335.7405347823378,-1335.734439887693,-1335.7355043707632,-1335.73949082913,0.3967126276622764,0.40280752230694983,298.15,100.0,149,8,17.1551,"[17.1551, 21.4086, 25.57, 42.8558, 56.1077, 69.3291, 95.9444, 99.7906]",0.29152219998650253
B_00416_LB_00306_Cl_00483,416,306,483,1,-1869.91043,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00306_Cl_00483_0001.log,True,ok,,,-1870.20171178,-1870.0470486963777,-1870.0421657053746,-1870.0424976513448,-1870.046804740777,0.15466308362234743,0.1595460746255534,298.15,100.0,89,7,23.7027,"[23.7027, 31.4833, 45.032, 51.2017, 54.5752, 72.1933, 79.8378]",0.3046210999600589
B_00416_LB_00333_Cl_00488,416,333,488,0,-1924.725219,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00333_Cl_00488_0000.log,True,ok,,,-1925.10229075,-1924.8851373910832,-1924.8791273450374,-1924.8798244742475,-1924.8846834155754,0.21715335891686954,0.22316340496265907,298.15,100.0,110,8,15.3718,"[15.3718, 23.6888, 40.033, 43.8361, 57.4808, 62.09, 77.7559, 92.0843]",0.36423969990573823
B_00416_LB_00377_Cl_00483,416,377,483,1,-1858.944452,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00416_Nu_00377_Cl_00483_0001.log,True,ok,,,-1859.2659801,-1859.0736437883834,-1859.068594580178,-1859.0691901141392,-1859.0731204946421,0.19233631161658038,0.19738551982220123,298.15,100.0,98,7,19.4787,"[19.4787, 30.0675, 35.9895, 52.0675, 58.5318, 74.9813, 94.455]",0.4741115001961589
B_00417_LB_00141_Cl_00480,417,141,480,1,-2728.10114,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00141_Cl_00480_0001.log,True,ok,,,-2728.2205462,-2728.1423254738665,-2728.133384849336,-2728.135511236841,-2728.1402660079225,0.07822072613365885,0.08716135066432237,298.15,100.0,80,9,9.2252,"[9.2252, 12.2684, 17.3246, 29.8972, 42.827, 55.0181, 68.7144, 83.6661, 91.4309]",0.06590619985945523
B_00417_LB_00143_Cl_00480,417,143,480,10,-2706.899643,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00480_0010.log,True,ok,,,-2707.09513324,-2707.0033452576313,-2706.9952940316493,-2706.996477528482,-2707.002207345932,0.0917879823688131,0.09983920835058453,298.15,100.0,89,11,14.0969,"[14.0969, 16.576, 23.1712, 33.6885, 45.3287, 58.2436, 68.7322, 71.4456, 84.5879, 94.274, 98.4545]",0.14505290007218719
B_00417_LB_00143_Cl_00481,417,143,481,0,-2148.881532,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00481_0000.log,True,ok,,,-2149.03995597,-2148.9576625256955,-2148.9497973314897,-2148.951066720999,-2148.9564125374045,0.0822934443043327,0.09015863851044448,298.15,100.0,80,9,11.4882,"[11.4882, 11.9468, 32.2928, 34.9206, 44.7282, 60.3605, 66.6763, 85.4492, 95.5109]",0.20373630011454225
B_00417_LB_00143_Cl_00485,417,143,485,0,-2673.490099,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00485_0000.log,True,ok,,,-2673.73679879,-2673.6470763928564,-2673.6385734087726,-2673.6400255451185,-2673.645673015251,0.08972239714375847,0.0982253812274113,298.15,100.0,89,10,9.3685,"[9.3685, 16.5284, 24.5391, 36.1637, 36.7957, 54.6715, 65.9909, 74.5064, 87.0364, 97.3038]",0.2914245000574738
B_00417_LB_00143_Cl_00490,417,143,490,10,-2010.333253,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00490_0010.log,True,ok,,,-2010.47863309,-2010.413677138141,-2010.4071395606545,-2010.4080270856832,-2010.4128041482027,0.06495595185885591,0.07149352934540601,298.15,100.0,71,9,20.948,"[20.948, 22.0479, 24.121, 37.1195, 49.0598, 63.8089, 79.8811, 92.2016, 97.7485]",0.05304180015809834
B_00417_LB_00143_Cl_00492,417,143,492,0,-2522.102138,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00492_0000.log,True,ok,,,-2522.27553253,-2522.199269874401,-2522.189988003657,-2522.1919193976373,-2522.1973245939816,0.07626265559868586,0.085544526342618,298.15,100.0,80,11,9.414,"[9.414, 10.8866, 17.3386, 29.4047, 41.445, 57.7758, 66.1014, 72.0328, 92.1252, 93.95, 97.7709]",0.23804119997657835
B_00417_LB_00143_Cl_00617,417,143,617,10,-4362.753464,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00617_0010.log,True,ok,,,-4362.90397884,-4362.842245936932,-4362.832247936726,-4362.834040611226,-4362.840516512105,0.06173290306701948,0.07173090327335245,298.15,100.0,89,13,10.1739,"[10.1739, 13.9545, 21.6091, 26.3563, 41.2249, 48.4108, 55.4127, 63.7138, 65.398, 80.0441, 85.2726, 95.1182, 96.3116]",0.08374650008045137
B_00417_LB_00143_Cl_00618,417,143,618,10,-3443.534653,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00143_Cl_00618_0010.log,True,ok,,,-3443.72258013,-3443.6373115497026,-3443.629120005185,-3443.6303303425643,-3443.6361519358957,0.08526858029752425,0.09346012481508889,298.15,100.0,89,12,12.3835,"[12.3835, 18.3249, 23.6249, 35.992, 43.9371, 58.75, 62.4347, 66.1803, 86.9152, 92.365, 97.2997, 99.3786]",0.09138969983905554
B_00417_LB_00160_Cl_00475,417,160,475,0,-1784.626854,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00475_0000.log,True,ok,,,-1784.90838098,-1784.7200030633073,-1784.7130457568544,-1784.7144152977517,-1784.7188841956179,0.1883779166926529,0.1953352231454844,298.15,100.0,104,8,11.6804,"[11.6804, 24.8501, 27.3014, 37.4646, 41.0956, 63.6528, 79.9787, 96.2439]",0.4694511000998318
B_00417_LB_00160_Cl_00476,417,160,476,0,-1822.696406,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00476_0000.log,True,ok,,,-1822.99715503,-1822.803637739414,-1822.7968209091043,-1822.7980167741905,-1822.8026929510397,0.19351729058589126,0.2003341208955367,298.15,100.0,107,8,12.0287,"[12.0287, 28.2706, 31.0737, 38.1414, 39.4771, 63.9782, 78.4281, 86.7569]",0.1236225999891758
B_00417_LB_00160_Cl_00477,417,160,477,0,-2358.547322,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00477_0000.log,True,ok,,,-2358.85538935,-2358.659851282351,-2358.65057214296,-2358.652650438696,-2358.6578857619975,0.19553806764924841,0.20481720704043316,298.15,100.0,113,10,7.1675,"[7.1675, 13.9706, 26.042, 32.1349, 34.5793, 51.766, 60.9646, 71.9359, 81.7635, 93.7576]",0.41757600009441376
B_00417_LB_00160_Cl_00478,417,160,478,0,-1990.209892,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00478_0000.log,True,ok,,,-1990.52286307,-1990.3228846472011,-1990.3146218123038,-1990.3163133358698,-1990.3213791070127,0.19997842279894212,0.20824125769634055,298.15,100.0,113,9,7.5604,"[7.5604, 21.2545, 29.6656, 33.0517, 39.2257, 56.5009, 65.169, 78.9129, 82.7386]",0.35395510005764663
B_00417_LB_00160_Cl_00486,417,160,486,10,-1939.367248,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00486_0010.log,True,ok,,,-1939.74526532,-1939.483264764656,-1939.4762050486763,-1939.4773722314692,-1939.482253607851,0.26200055534410316,0.26906027132363664,298.15,100.0,128,9,15.9484,"[15.9484, 20.94, 34.7387, 38.5346, 40.0814, 56.0362, 71.4103, 76.5476, 97.1794]",0.43070619995705783
B_00417_LB_00160_Cl_00490,417,160,490,0,-1844.572977,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00490_0000.log,True,ok,,,-1844.80375879,-1844.6488659746265,-1844.6428694364383,-1844.6437995831832,-1844.648177501572,0.15489281537351957,0.16088935356165715,298.15,100.0,95,7,16.118,"[16.118, 28.843, 36.8526, 42.0315, 43.5331, 64.3835, 82.1522]",0.2494070001412183
B_00417_LB_00160_Cl_00509,417,160,509,0,-2121.675023,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00160_Cl_00509_0000.log,True,ok,,,-2121.94407675,-2121.7506782126393,-2121.7437030452143,-2121.744769227512,-2121.749846126939,0.19339853736071816,0.2003737047857968,298.15,100.0,113,8,14.9034,"[14.9034, 26.5482, 31.5857, 38.3416, 44.6801, 55.4303, 65.9509, 74.5233]",0.22235579998232424
B_00417_LB_00377_Cl_00483,417,377,483,0,-2469.474467,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00417_Nu_00377_Cl_00483_0000.log,True,ok,,,-2469.76242697,-2469.5984306088917,-2469.591135010357,-2469.5924139346516,-2469.597317470216,0.16399636110847415,0.17129195964296046,298.15,100.0,107,9,18.947,"[18.947, 21.3829, 28.0605, 38.0346, 44.3097, 51.6691, 64.7409, 72.2271, 89.4559]",0.2802198000717908
B_00418_LB_00160_Cl_00474,418,160,474,0,-1771.948557,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00160_Cl_00474_0000.log,True,ok,,,-1772.24531327,-1772.045221704812,-1772.0387055044469,-1772.0398851542352,-1772.044211035636,0.20009156518800547,0.20660776555314475,298.15,100.0,98,8,10.7864,"[10.7864, 20.114, 34.238, 42.2607, 58.9445, 64.1086, 87.2942, 92.3645]",0.21037590014748275
B_00418_LB_00292_Cl_00483,418,292,483,10,-2190.777106,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00292_Cl_00483_0010.log,True,ok,,,-2191.02155764,-2190.898941824447,-2190.894088555555,-2190.894464116716,-2190.898708689663,0.12261581555333441,0.12746908444535154,298.15,100.0,80,8,25.4674,"[25.4674, 30.7868, 41.2325, 53.4611, 54.77, 71.9433, 87.6426, 93.5799]",0.3260355999227613
B_00418_LB_00302_Cl_00483,418,302,483,11,-2190.757043,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00302_Cl_00483_0011.log,True,ok,,,-2190.999366,-2190.8780287717664,-2190.872633370129,-2190.873198871324,-2190.877590045925,0.12133722823368548,0.1267326298711069,298.15,100.0,80,9,17.4246,"[17.4246, 25.7244, 47.256, 48.1901, 64.1568, 71.3322, 82.0259, 86.8045, 94.3073]",0.37068350007757545
B_00418_LB_00302_Cl_00510,418,302,510,4,-2105.167421,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00302_Cl_00510_0004.log,True,ok,,,-2105.77431966,-2105.4298004820466,-2105.4220204491426,-2105.4227269504313,-2105.4291514716683,0.34451917795347575,0.3522992108573646,298.15,100.0,155,14,21.5406,"[21.5406, 23.9774, 36.4602, 42.1711, 45.1675, 56.2765, 58.0688, 62.33, 69.0288, 77.6539, 79.3652, 85.9553, 94.0682, 97.1606]",0.18332569999620318
B_00418_LB_00306_Cl_00510,418,306,510,10,-2105.181765,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00306_Cl_00510_0010.log,True,ok,,,-2105.78936965,-2105.4439830261194,-2105.435910034083,-2105.436792592257,-2105.44313764183,0.3453866238805686,0.3534596159169726,298.15,100.0,155,12,10.1805,"[10.1805, 26.439, 36.4574, 43.2977, 47.0262, 53.7292, 57.9912, 60.2992, 74.2071, 79.5567, 86.7412, 93.5723]",0.4612141000106931
B_00418_LB_00333_Cl_00488,418,333,488,1,-2245.583572,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00333_Cl_00488_0001.log,True,ok,,,-2245.91638659,-2245.7319006462344,-2245.725468979544,-2245.72630914128,-2245.731356589237,0.1844859437657153,0.19091761045593614,298.15,100.0,101,9,11.5065,"[11.5065, 25.7867, 28.7879, 47.4815, 63.9793, 70.7974, 74.2175, 85.5096, 89.4295]",0.4884510999545455
B_00418_LB_00333_Cl_00544,418,333,544,10,-2630.452697,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00333_Cl_00544_0010.log,True,ok,,,-2630.69988605,-2630.5851846616906,-2630.578338087399,-2630.579272428502,-2630.584349160571,0.1147013883090162,0.12154796260079051,298.15,100.0,83,10,12.2804,"[12.2804, 20.7121, 28.4172, 45.087, 54.0925, 61.3359, 75.9074, 88.4641, 93.1699, 99.1675]",0.2092637000605464
B_00418_LB_00333_Cl_00602,418,333,602,10,-2899.387995,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00418_Nu_00333_Cl_00602_0010.log,True,ok,,,-2899.54773615,-2899.481181810432,-2899.4753932987364,-2899.476220660069,-2899.480472551535,0.06655433956808322,0.07234285126390055,298.15,100.0,65,7,12.8329,"[12.8329, 25.8524, 34.1902, 41.7031, 65.2847, 78.1091, 86.0542]",0.046573499916121364
B_00419_LB_00292_Cl_00483,419,292,483,2,-1962.202224,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00419_Nu_00292_Cl_00483_0002.log,True,ok,,,-1962.51179851,-1962.3553194329481,-1962.350647476884,-1962.351004002552,-1962.3551305857293,0.15647907705198733,0.16115103311597326,298.15,100.0,92,8,21.8336,"[21.8336, 32.7566, 43.6133, 51.3996, 71.6138, 77.9303, 82.3612, 91.9967]",0.12686079996638
B_00419_LB_00302_Cl_00483,419,302,483,0,-1962.177752,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00419_Nu_00302_Cl_00483_0000.log,True,ok,,,-1962.48355096,-1962.3296605546032,-1962.3232430441208,-1962.3242315765688,-1962.3287327078976,0.15389040539689708,0.16030791587926313,298.15,100.0,92,9,14.7848,"[14.7848, 22.9867, 27.771, 48.4357, 61.8293, 66.0298, 72.2052, 82.6502, 94.9632]",0.5167856002226472
B_00419_LB_00306_Cl_00483,419,306,483,0,-1962.187412,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00419_Nu_00306_Cl_00483_0000.log,True,ok,,,-1962.49611718,-1962.3404905198129,-1962.3353537380804,-1962.3357945233327,-1962.3401443765838,0.15562666018729326,0.16076344191963476,298.15,100.0,92,8,22.3461,"[22.3461, 34.5587, 38.3844, 44.4323, 62.896, 72.2111, 77.1448, 89.4243]",0.23356790002435446
B_00419_LB_00333_Cl_00488,419,333,488,10,-2017.005535,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00419_Nu_00333_Cl_00488_0010.log,True,ok,,,-2017.40374737,-2017.184029090229,-2017.1787272961835,-2017.1792075043554,-2017.1838576908117,0.21971827977105118,0.22502007381660719,298.15,100.0,113,7,15.2397,"[15.2397, 25.4188, 43.3386, 51.1398, 58.9679, 76.442, 89.9239]",0.10209190007299185
B_00419_LB_00377_Cl_00483,419,377,483,11,-1951.224388,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00419_Nu_00377_Cl_00483_0011.log,True,ok,,,-1951.56443889,-1951.3695918901549,-1951.3650070038707,-1951.3654250830998,-1951.369332950021,0.19484699984519263,0.1994318861293839,298.15,100.0,101,8,24.5904,"[24.5904, 33.8061, 41.2547, 55.4104, 67.2323, 74.3937, 83.4385, 93.7241]",0.32540950016118586
B_00420_LB_00143_Cl_00479,420,143,479,0,-2667.775767,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00143_Cl_00479_0000.log,True,ok,,,-2668.08939847,-2667.9531350476423,-2667.9451569844405,-2667.9462859308273,-2667.951925103485,0.1362634223577358,0.1442414855598113,298.15,100.0,95,10,14.4004,"[14.4004, 18.9769, 26.0886, 42.153, 47.3494, 54.4429, 56.5155, 65.2969, 71.1479, 98.3735]",0.0852957998868078
B_00420_LB_00143_Cl_00480,420,143,480,11,-2547.552483,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00143_Cl_00480_0011.log,True,ok,,,-2547.76455111,-2547.670804582718,-2547.6639641528313,-2547.664834765671,-2547.669912084603,0.09374652728177969,0.10058695716859474,298.15,100.0,77,9,13.2015,"[13.2015, 23.3261, 31.0232, 46.745, 56.538, 59.0648, 64.2634, 74.2476, 94.6147]",0.07385160005651414
B_00420_LB_00143_Cl_00483,420,143,483,10,-2492.177265,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00143_Cl_00483_0010.log,True,ok,,,-2492.36896042,-2492.293078449105,-2492.2861576618925,-2492.287075576083,-2492.292124244188,0.07588197089478105,0.08280275810741584,298.15,100.0,71,9,12.3162,"[12.3162, 22.3261, 32.434, 47.0631, 53.5897, 58.2283, 65.4529, 73.237, 98.5177]",0.08048649993725121
B_00420_LB_00143_Cl_00485,420,143,485,0,-2514.138577,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00143_Cl_00485_0000.log,True,ok,,,-2514.4036983,-2514.312295736643,-2514.3050677115957,-2514.3061147368057,-2514.311236394885,0.09140256335716004,0.09863058840453022,298.15,100.0,77,9,13.791,"[13.791, 21.1523, 26.1926, 45.114, 50.3709, 58.4202, 69.7818, 75.847, 82.9927]",0.0542047000490129
B_00420_LB_00143_Cl_00492,420,143,492,0,-2362.755851,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00143_Cl_00492_0000.log,True,ok,,,-2362.94465435,-2362.8674157562446,-2362.858451331616,-2362.860529245974,-2362.86526558203,0.07723859375534729,0.08620301838375247,298.15,100.0,68,9,3.1374,"[3.1374, 13.502, 19.2749, 43.7582, 57.5345, 63.8466, 69.3526, 80.8166, 96.633]",0.4328034999780357
B_00420_LB_00160_Cl_00476,420,160,476,10,-1663.344618,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00160_Cl_00476_0010.log,True,ok,,,-1663.66128326,-1663.4661024437355,-1663.460118993336,-1663.4610989455464,-1663.4652291701498,0.1951808162643053,0.20116426666381515,298.15,100.0,95,8,17.699,"[17.699, 24.3132, 31.6219, 46.6002, 59.2989, 66.1971, 69.463, 97.1639]",0.17477970011532307
B_00420_LB_00160_Cl_00477,420,160,477,11,-2199.189578,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00420_Nu_00160_Cl_00477_0011.log,True,ok,,,-2199.51966314,-2199.3196578352818,-2199.3132397979543,-2199.3143821739936,-2199.318567238452,0.20000530471803168,0.20642334204550739,298.15,100.0,101,8,14.86,"[14.86, 18.8343, 34.2902, 42.6603, 55.8174, 63.5437, 73.38, 99.4791]",0.42183680017478764
B_00421_LB_00141_Cl_00483,421,141,483,0,-2173.374034,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00141_Cl_00483_0000.log,True,ok,,,-2173.48596463,-2173.416515391543,-2173.4097330284812,-2173.4110060915045,-2173.4152563104644,0.0694492384571945,0.07623160151871738,298.15,100.0,62,8,14.5883,"[14.5883, 19.5366, 27.495, 41.8355, 53.5026, 67.617, 71.4639, 84.7693]",0.2326839999295771
B_00421_LB_00141_Cl_00485,421,141,485,10,-2195.340292,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00141_Cl_00485_0010.log,True,ok,,,-2195.52156844,-2195.4368776623246,-2195.429478625215,-2195.431015533092,-2195.4353817764613,0.08469077767547524,0.09208981478526841,298.15,100.0,68,9,14.1863,"[14.1863, 18.8308, 21.3874, 41.2883, 49.8711, 62.7752, 71.7008, 77.2445, 91.0361]",0.2979277998674661
B_00421_LB_00141_Cl_00492,421,141,492,10,-2043.953735,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00141_Cl_00492_0010.log,True,ok,,,-2044.06250893,-2043.9903614613895,-2043.9829922815468,-2043.9846862680413,-2043.9886511676684,0.07214746861042536,0.07951664845306192,298.15,100.0,59,8,7.1289,"[7.1289, 20.9985, 24.7888, 39.4508, 53.8745, 69.6506, 80.5032, 87.4103]",0.36445630015805364
B_00421_LB_00143_Cl_00480,421,143,480,10,-2207.554051,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00143_Cl_00480_0010.log,True,ok,,,-2207.75917629,-2207.6589177603378,-2207.6519933741624,-2207.652944363409,-2207.6580527287165,0.10025852966216711,0.1071829158375845,298.15,100.0,77,9,9.7354,"[9.7354, 19.5617, 37.6858, 41.0726, 58.537, 65.8676, 73.7259, 80.5958, 91.4249]",0.07276849984191358
B_00421_LB_00143_Cl_00483,421,143,483,0,-2152.178889,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00143_Cl_00483_0000.log,True,ok,,,-2152.36402703,-2152.281764876774,-2152.274393186751,-2152.275626665382,-2152.280616341321,0.08226215322597731,0.08963384324957503,298.15,100.0,71,9,9.3391,"[9.3391, 17.6217, 26.6426, 45.865, 56.5531, 58.2527, 72.4291, 82.2768, 97.3469]",0.2011241998989135
B_00421_LB_00143_Cl_00490,421,143,490,10,-1510.986905,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00143_Cl_00490_0010.log,True,ok,,,-1511.14340521,-1511.0690601887854,-1511.0642186923117,-1511.0646234225092,-1511.0686988190298,0.07434502121474125,0.07918651768830011,298.15,100.0,59,7,22.119,"[22.119, 27.6532, 41.3108, 48.5005, 63.6435, 82.7048, 87.9408]",0.05653410009108484
B_00421_LB_00143_Cl_00492,421,143,492,0,-2022.756122,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00143_Cl_00492_0000.log,True,ok,,,-2022.9409085,-2022.8552492607778,-2022.8478871164275,-2022.849251337321,-2022.8539273261972,0.08565923922227979,0.09302138357255499,298.15,100.0,68,8,8.4382,"[8.4382, 14.4627, 30.3376, 44.226, 56.2907, 70.5208, 72.962, 82.0235]",0.2977858001831919
B_00421_LB_00160_Cl_00476,421,160,476,11,-1323.356087,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00160_Cl_00476_0011.log,True,ok,,,-1323.66631648,-1323.4640563926735,-1323.4586254048772,-1323.4593722396644,-1323.4634815813397,0.20226008732644107,0.2076910751226747,298.15,100.0,95,8,18.215,"[18.215, 27.0437, 31.6625, 48.7969, 62.0997, 72.0186, 91.0293, 97.8169]",0.20030400017276406
B_00421_LB_00160_Cl_00494,421,160,494,0,-1870.988861,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00160_Cl_00494_0000.log,True,ok,,,-1871.28848567,-1871.0831121648293,-1871.0776380922393,-1871.0780197083598,-1871.0829290100542,0.2053735051707275,0.2108475777606426,298.15,100.0,101,9,23.4917,"[23.4917, 36.5588, 44.1429, 47.7546, 56.2757, 60.434, 65.1367, 76.1075, 93.999]",0.11621499992907047
